Strategy Returns,Benchmark Returns
0.0,0.0
0.05124885285593783,0.007538970575044379
0.02072153464743831,-0.004194353599094369
0.045883433436495924,0.01855062511822725
0.10795558125506433,0.017768752509388364
0.0994449597755871,0.02487098016640643
0.13987051766889458,0.03803998256603447
0.1430157197289299,0.04158582943200351
0.13228495146723995,0.045748900465707676
0.21637379601483064,0.04362551653740021
0.19130435334951978,0.02738399163874461
0.17641073047183786,0.01953647282180282
0.23422756755066754,0.038824472695651036
0.32978725281308385,0.05116710463322227
0.3310823443174742,0.05041919595252109
0.3360776569331545,0.05022830846167192
0.48260875610307497,0.06178906779040427
0.6456983941500545,0.06443806265923357
0.541720684686295,0.050633641130367835
0.6024052142995324,0.06601751300157654
0.678168420192333,0.07715985205772524
0.7416281862162322,0.09299342676690747
0.757446793794543,0.0816759053445748
0.8016650995000811,0.07503391445061047
0.8206290502928146,0.08887229990761392
0.8620721195876913,0.07680680596260991
0.9178539338633827,0.06729882134316201
0.8213691227459503,0.0696418216489012
0.8005550613975716,0.08188773300164431
0.9357077053992193,0.08158435595933167
0.9818687189385367,0.08458377940249884
0.869010140037151,0.06962873404501346
0.9270120305178617,0.06666863725547945
0.8258094163103762,0.04529128122343162
0.8580943889507744,0.04364645670362055
0.8692877907171663,0.04920849682995865
0.821276666622204,0.038152408275528016
0.9207216263977911,0.0413426553675742
0.9029603109857012,0.03818113716211058
0.8757632482391176,0.0332754563312303
0.7659574152740205,0.04110995138625473
0.829694690823547,0.05792152123667993
0.7928769684949766,0.05864848975116099
0.736447820198671,0.04242266997717059
0.6836262957355217,0.04389748333038268
0.5996299778888714,0.024627806101977123
0.6044403782570584,0.009793102858287828
0.6140610378390452,0.00826855661030268
0.6952821192750342,0.024881450249516712
0.6692876919090942,0.017726872176947905
0.7033303189813906,0.035600197833496994
0.6663275432509397,0.02418844566317313
0.6951896631512875,0.0333225717052259
0.8277521241441548,0.04673736569006093
0.7682700887571732,0.02950469420430446
0.778168399019175,0.032577280545301956
0.7614246655858479,0.03840081738151224
0.7743755806297505,0.040111016078791195
0.7501388076957092,0.03847404412131272
0.793524584824365,0.05325907831219889
0.8064754998682677,0.059278737680813265
0.9191490253677725,0.07457106016677861
0.8017576967782145,0.07854573354647099
0.7814986544810907,0.07229343403850752
0.7161887779015466,0.06962088148268042
0.7119333965846142,0.07344922906671192
0.7068454866907996,0.0745187097512281
0.7279370575648056,0.07447427573998033
0.670120220485976,0.07003144919293147
0.719703945610956,0.08422294458702062
0.7113783775333595,0.08197928238688723
0.7302497310479592,0.08555647566021629
0.7049953761351548,0.08648486559062674
0.6705827834134843,0.08639331620538337
0.5077706548921324,0.07992650767760279
0.5271045713342402,0.0809018852980683
0.5037003269770808,0.08182235882417599
0.4863089772143647,0.06471781817257805
0.42229419213921093,0.06062803772064451
0.4818686836499393,0.08138044470656491
0.5199814974829,0.09030529677035548
0.49703981605324876,0.08988432281896475
0.4829787217524488,0.07725663648452352
0.48575395816311007,0.06971766590947914
0.4912118337062985,0.061995660405918196
0.573172987595423,0.08161576620866162
0.5891766485756147,0.08210479570026807
0.5647548222396925,0.07714938197461474
0.5591118932946233,0.08197928238688701
0.5918594288625294,0.08014357037622699
0.5539315272770622,0.07843337167894782
0.5388529921518868,0.08162355492902362
0.5404255931819044,0.07472530236674202
0.608325652770229,0.08750467722233957
0.6363552440936946,0.09777621180518348
0.6664199993746862,0.09618897274247806
0.7471785178831671,0.09635892006710689
0.7185014513846999,0.08405555094119865
0.6919518638131179,0.0761217816225388
0.706475521041426,0.08554600557710579
0.7869565300242796,0.09971138960538983
0.860869625361435,0.09972964840886234
0.8864939459236132,0.09301181325431984
0.9197040444190274,0.10378284741188071
0.9793709920535023,0.11982569609932492
1.0130435123220374,0.11758203389919153
1.047271051641827,0.12021270612257795
1.0774284042009525,0.11594244442093538
1.1726179826596073,0.12284861338751951
1.2608695406688026,0.1241377104494672
1.3111008821231716,0.134615965331766
1.3932469482597893,0.14248167911021015
1.3754857740020867,0.14341785776098281
1.3672525208938495,0.15734255756167448
1.4101758762493843,0.15309323602625224
1.5388530627290806,0.14763321536826757
1.4001849687092487,0.1416135559996532
1.4478259860004492,0.14584985377315807
1.3737281195701878,0.137074008867776
1.2298798006871823,0.13197214166252147
1.314616190986968,0.14493985033016066
1.3703977229538844,0.1445344538194946
1.3820536876477845,0.1496545798282216
1.4215540491088823,0.16375969703665239
1.5885292439778071,0.16512208468037115
1.61313612371561,0.16282875342743486
1.5581869791711882,0.15361622944599684
1.5386678681728125,0.15031100296565003
1.4940794556635133,0.15307753090158727
1.4957447951260523,0.16085182297872858
1.5160961523925356,0.16945516688067452
1.57076778741133,0.17936063160648574
1.6029603039279814,0.1781524861627306
1.6862165493214962,0.18269471465735543
1.713598524315573,0.19111227842606704
1.6943572051515994,0.19392081437838526
1.432007378422139,0.18585361534204137
1.40536533472681,0.18623794400254678
1.4889916869240865,0.1910234104035713
1.4540240751511613,0.1943757522579137
1.4454209975479375,0.19419009980861968
1.3654950076163388,0.1865178271998318
1.464754913990045,0.1982380637700829
1.473913010644524,0.19999793152016476
1.4150787327413186,0.19679983186578598
1.3506938408624034,0.18023667112134523
1.3988900183592463,0.1772294589578156
1.3483811673792503,0.1709900555278292
1.3260869611246004,0.18155717843262353
1.3098982467425282,0.17657303582038764
1.2404255861241857,0.16829145544816737
1.2695652155501609,0.16858436240736996
1.2446808262867304,0.16733433663117459
1.217946326467655,0.17404706442810247
1.1550417206493986,0.16048575312169588
1.086956607659193,0.15171782462061656
1.0279371351997195,0.14283472520532614
0.9934320863543025,0.1426647778806973
1.1395004814423273,0.15052538430152684
1.1571693407306705,0.14732983832595536
1.191119370524833,0.16000195867164435
1.128029570150308,0.14439068170264147
1.207123031505025,0.15207865943609433
1.2092507927406846,0.15929599416535356
1.379093397835243,0.17611541657811136
1.3765032148264624,0.18062368114459848
1.3874189659128393,0.17873830008113556
1.2665124696138719,0.1808590026466954
1.372710396437038,0.1759062702837899
1.3304347985652791,0.16770832289251003
1.3264570679283616,0.1639585009318043
1.29879744225427,0.16561903057628036
1.5308047218683374,0.17345601546814193
1.4743757147264192,0.16677214424173714
1.509713150994331,0.1682208462291439
1.553561632204882,0.17806885318178978
1.538298043677826,0.16374399191198719
1.4540240751511608,0.16458338613596157
1.4653099330412993,0.1620783549098963
1.4291396858877303,0.15116086727273426
1.3654024103382039,0.13228075374638926
1.2653099753876154,0.129681491772333
1.2848289452316037,0.13422627394576514
1.2582793576600215,0.11751397835897537
1.2247918907933673,0.11777024002729242
1.279186016286534,0.12435745451083924
1.314708647110714,0.12131091569367647
1.3274746499071237,0.1213999114001123
1.280573563914671,0.10598731064232081
1.4159112613181994,0.11495659671735914
1.4056428442524367,0.11350265968839723
1.4100832789712499,0.12665857448413775
1.4021278176974148,0.1337608659831262
1.4386678893459703,0.13966548212146956
1.4328399069990203,0.1445580753484621
1.3947270931660598,0.13740866847547828
1.323034215188311,0.131700174869539
1.348936186430504,0.14368982455396484
1.3575394051881156,0.14357746268644167
1.2449583358123575,0.12825372995114592
1.036170247153569,0.11868292483303744
0.9610546575901575,0.10460398283238215
0.9618871861670395,0.10274209561394687
1.0029602898125423,0.11075439055593272
